section,epoch,elapsed_minutes,estimated_remaining_minutes,best_epoch,best_f1,val_threshold,val_precision,val_recall,val_f1,val_unit_accuracy,val_positive_unit_accuracy,val_unit_mae,val_false_positive_rate,val_predicted_positive_rows,val_actual_positive_rows
review,17,0.4848381837209066,2.3671511322844263,16,0.7835051546391754,0.01,0.9743589743589743,0.6551724137931034,0.7835051546391754,0.9104477611940298,0.5555555555555556,0.10820895522388059,0.004761904761904762,39.0,58.0
review,18,0.5130546649297079,2.3372490291242243,16,0.7835051546391754,0.01,0.9743589743589743,0.6551724137931034,0.7835051546391754,0.9104477611940298,0.5555555555555556,0.10820895522388059,0.004761904761904762,39.0,58.0
review,19,0.5418225844701131,2.309875228530482,19,0.7959183673469388,0.9,0.975,0.6724137931034483,0.7959183673469388,0.914179104477612,0.5777777777777777,0.1044776119402985,0.004761904761904762,40.0,58.0
review,20,0.5713787198066711,2.2855148792266844,19,0.7959183673469388,0.9,0.975,0.6724137931034483,0.7959183673469388,0.914179104477612,0.5777777777777777,0.1044776119402985,0.004761904761904762,40.0,58.0
review,21,0.6029207825660705,2.2681305629866464,21,0.8080808080808081,0.9,0.975609756097561,0.6896551724137931,0.8080808080808081,0.917910447761194,0.6,0.10074626865671642,0.004761904761904762,41.0,58.0
review,22,0.6304664333661397,2.235290081934495,22,0.8163265306122449,0.9,1.0,0.6896551724137931,0.8163265306122449,0.9216417910447762,0.6,0.09328358208955224,0.0,40.0,58.0
review,23,0.6555584987004598,2.1946958434754524,22,0.8163265306122449,0.9,1.0,0.6896551724137931,0.8163265306122449,0.9216417910447762,0.6,0.09328358208955224,0.0,40.0,58.0
review,24,0.6821606834729512,2.1601754976643455,22,0.8163265306122449,0.9,1.0,0.6896551724137931,0.8163265306122449,0.9216417910447762,0.6,0.09701492537313433,0.0,40.0,58.0
review,25,0.7089102188746135,2.1267306566238404,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,26,0.7350334366162617,2.0920182426770526,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,27,0.7632364869117737,2.063565316465166,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,28,0.7897692004839579,2.030835086958749,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.08955223880597014,0.0,41.0,58.0
review,29,0.8181119004885355,2.002963618437449,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,30,0.8442767659823099,1.9699791206253898,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.08955223880597014,0.0,41.0,58.0
review,31,0.8741887331008911,1.9457749220632736,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,32,0.9015791495641072,1.915855692823728,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,33,0.9258677164713541,1.8797920304115372,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9291044776119403,0.6444444444444445,0.08955223880597014,0.0,41.0,58.0
review,34,0.9541843851407369,1.852240277037901,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.08955223880597014,0.0,41.0,58.0
review,35,0.9783500671386719,1.816935838971819,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.08955223880597014,0.0,41.0,58.0
review,36,1.003386418024699,1.7837980764883534,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
review,37,1.030846933523814,1.755225859783791,25,0.8282828282828283,0.9,1.0,0.7068965517241379,0.8282828282828283,0.9253731343283582,0.6222222222222222,0.09328358208955224,0.0,41.0,58.0
